# 見出し画像が付かないまま公開された記事（publisher の「サムネ設定に失敗」で検出）
# 形式: note_id <TAB> リポジトリからの相対パス(jpg)   ※ # 行と空行は無視
# 処理が済んだ行は先頭に DONE を付ける（set_header_image.py が自動で付ける）
#
# ★2026-09-23: **サムネは全記事に必ず付ける**という方針変更（オーナー確定）に伴う回収。
#   これまで code は「誤サムネより無サムネが正」として無サムネで公開しており、
#   9月の30本中11本がサムネ無しだった。公開済みでもここから後で付けられる。
#   owner の Mac で `cd ~/agent-team-run && bash ops/fix_header_images.sh` を実行する。
DONE	n242960f609cf	CDO/outputs/note_publisher/thumbnails/2026-09-16_note記事_新蕎麦_秋になると幟が立つが違いが分かるかは別の話.jpg
DONE	nc9bda3191cc5	CDO/outputs/note_publisher/thumbnails/2026-09-16_note記事_赤とんぼ_山で夏を過ごして秋に降りてくる.jpg
DONE	n4a3c7ea6a837	CDO/outputs/note_publisher/thumbnails/2026-09-17_note記事_あけび_山に生る中身だけ食べる実.jpg
DONE	nc98f0aadab22	CDO/outputs/note_publisher/thumbnails/2026-09-18_note記事_稲刈り_田んぼが一年でいちばんうるさい日.jpg
DONE	n0d966e689b68	CDO/outputs/note_publisher/thumbnails/2026-09-18_note記事_松茸_買ったことがないまま名前だけ知っている.jpg
DONE	ncbb225a489ff	CDO/outputs/note_publisher/thumbnails/2026-09-19_note記事_いくら_生の筋子を買ってきて漬ける.jpg
DONE	nf5cf059a563e	CDO/outputs/note_publisher/thumbnails/2026-09-19_note記事_金木犀_においが先に角を曲がってくる.jpg
DONE	n3a7360655e2c	CDO/outputs/note_publisher/thumbnails/2026-09-17_note記事_運動会_九月の校庭と場所取りの朝.jpg
DONE	n7767e1fb0ccc	CDO/outputs/note_publisher/thumbnails/2026-08-27_note記事_富山の水道水はなぜそのまま飲んでおいしいのか.jpg
DONE	ne4e85cf2328f	CDO/outputs/note_publisher/thumbnails/2026-09-15_note記事_里芋_掘り出すと親芋のまわりに子芋がついてくる.jpg
DONE	n815cc5e770b5	CDO/outputs/note_publisher/thumbnails/2026-09-28_note記事_豚汁_具が多いほうが正しいわけではない.jpg
DONE	n8181e09e55ac	CDO/outputs/note_publisher/thumbnails/2026-09-26_note記事_鮭_生まれた川に戻る魚を海で獲っている.jpg
DONE	nb50a98bea168	CDO/outputs/note_publisher/thumbnails/2026-09-26_note記事_落ち葉_掃いた次の日に同じだけ落ちている.jpg
DONE	n17788d0cfa17	CDO/outputs/note_publisher/thumbnails/2026-09-25_note記事_むかご_一度に採れる量が料理の単位に届かない.jpg
# ★2026-09-23 第2弾の採用分（13枚見て採用2・却下11）
na1ce1b519aaf	CDO/outputs/note_publisher/thumbnails/2026-08-15_note記事_夕涼み_日が落ちてからの外.jpg
n9a6ccdebd72b	CDO/outputs/note_publisher/thumbnails/2026-08-10_note記事_寝苦しい夜_枕を裏返す.jpg
# ★2026-09-24 第3弾（4枚見て採用1・却下3）。却下=歌川国貞の浮世絵(衣替え)／店名つきのおやき(きのこ)／フリードリヒの油彩(朝霧)
nb1866577b2da	CDO/outputs/note_publisher/thumbnails/2026-09-25_note記事_二番穂_刈り終えた田んぼがもう一度緑になる.jpg
# ★2026-09-24 検品で採用した分（未検品0本まで回した）
n43ef5c46027e	CDO/outputs/note_publisher/thumbnails/2026-07-27_note記事_富山の水はなぜうまいのか.jpg
n0855af36e37e	CDO/outputs/note_publisher/thumbnails/2026-07-27_note記事_高岡で食べる_寿司と富山ブラック.jpg
nf24e87d5fa8b	CDO/outputs/note_publisher/thumbnails/2026-07-27_note記事_高岡で本物と静けさを満たす場所.jpg
n75f01c532069	CDO/outputs/note_publisher/thumbnails/2026-07-27_note記事_外国人は高岡に何を求めて来るのか.jpg
nca13899b62c5	CDO/outputs/note_publisher/thumbnails/2026-07-29_note記事_じゃがいも料理_常備のいちばん.jpg
n13aa4e281fd5	CDO/outputs/note_publisher/thumbnails/2026-06-03_note記事_五箇山豆腐_縄でしばれる固さ.jpg
na958299320ea	CDO/outputs/note_publisher/thumbnails/2026-07-29_note記事_花火大会_地方の夏の一大イベント.jpg
n7756798663c0	CDO/outputs/note_publisher/thumbnails/2026-07-30_note記事_かき氷_夏のごほうび.jpg
n348078642951	CDO/outputs/note_publisher/thumbnails/2026-07-30_note記事_日帰り温泉_富山の湯の暮らし.jpg
n688348718444	CDO/outputs/note_publisher/thumbnails/2026-08-01_note記事_冷やし中華始めました_夏の合図.jpg
n626ece1c9c6f	CDO/outputs/note_publisher/thumbnails/2026-07-31_note記事_梅干しと梅仕事_夏の保存食.jpg
n7750a5cf6e23	CDO/outputs/note_publisher/thumbnails/2026-08-01_note記事_蚊取り線香_夏の夜のにおい.jpg
nf32d80bcdcc2	CDO/outputs/note_publisher/thumbnails/2026-08-01_note記事_麦茶_夏の冷蔵庫の定位置.jpg
n5235a8f7fc7e	CDO/outputs/note_publisher/thumbnails/2026-08-01_note記事_風鈴_音で涼む夏.jpg
n3c6dce64437a	CDO/outputs/note_publisher/thumbnails/2026-08-01_note記事_冷やし甘酒_夏の飲むごほうび.jpg
n54f74e74a12e	CDO/outputs/note_publisher/thumbnails/2026-07-31_note記事_ところてん_夏のするりと涼しいおやつ.jpg
